weather system,date,heightAboveMSL,Regions,subdivisions
Western Disturbances (WD),05-09-2024,3.1 km,Jammu & Kashmir ; Pakistan,Jammu & Kashmir ; Pakistan
Cyclonic Circulation (CYCIR),06-09-2024,0.9 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),06-09-2024,3.1 km,WC Arabian Sea,WC Arabian Sea
Cyclonic Circulation (CYCIR),06-09-2024,5.8 km,East Rajasthan,East Rajasthan
Low Pressure (L) with associated CYCIR,06-09-2024,7.6 km,WC Bay ; NW Bay,WC Bay ; NW Bay
Trough,06-09-2024,1.5 km to 3.1 km,East Uttar Pradesh ; Chhattisgarh ; Odisha ; WC Bay ; NW Bay,East Uttar Pradesh ; Chhattisgarh ; Odisha ; WC Bay ; NW Bay
Westerly Trough,06-09-2024,7.6 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Western Disturbances (WD),06-09-2024,3.1 km to 5.8 km,Jammu & Kashmir,Jammu & Kashmir
Cyclonic Circulation (CYCIR),07-09-2024,1.5 km,Central Pakistan,Central Pakistan
Cyclonic Circulation (CYCIR),07-09-2024,3.1 km,WC Arabian Sea,WC Arabian Sea
Cyclonic Circulation (CYCIR),07-09-2024,5.8 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Trough,07-09-2024,0.9 km,West Rajasthan ; East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh,West Rajasthan ; East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh
Well Marked Low Pressure Area (WML) with associated CYCIR,07-09-2024,7.6 km,NW Bay ; WC Bay,NW Bay ; WC Bay
Cyclonic Circulation (CYCIR),08-09-2024,1.5 km,WC Arabian Sea,WC Arabian Sea
Cyclonic Circulation (CYCIR),08-09-2024,5.8 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Mean Sea Level Trough,08-09-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Uttarakhand ; Odisha ; WC Bay ; NW Bay","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Uttarakhand ; Odisha ; WC Bay ; NW Bay"
Western Disturbances (WD),08-09-2024,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Monsoon Trough with Extension and Tilt,09-09-2024,Surface,West Rajasthan ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; NW Bay ; EC Bay,West Rajasthan ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; NW Bay ; EC Bay
Trough,09-09-2024,3.1 km,West Uttar Pradesh ; West Madhya Pradesh ; Chhattisgarh ; Odisha ; NW Bay,West Uttar Pradesh ; West Madhya Pradesh ; Chhattisgarh ; Odisha ; NW Bay
Western Disturbances (WD),09-09-2024,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),10-09-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),10-09-2024,3.1 km,Gujarat Region,Gujarat Region
Monsoon Trough with Extension and Tilt,10-09-2024,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; WC Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; WC Bay
Offshore Trough,10-09-2024,Surface,Gujarat Region ; Kerala,Gujarat Region ; Kerala
Western Disturbances (WD),10-09-2024,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),11-09-2024,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),11-09-2024,3.1 km to 5.8 km,Gujarat Region,Gujarat Region
Monsoon Trough with Extension and Tilt,11-09-2024,1.5 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; Gangetic West Bengal ; WC Bay ; EC Bay,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; Gangetic West Bengal ; WC Bay ; EC Bay
Offshore Trough,11-09-2024,Surface,Gujarat Region ; Kerala,Gujarat Region ; Kerala
Western Disturbances (WD),11-09-2024,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),12-09-2024,3.1 km,"Punjab ; Haryana, Chandigarh & Delhi","Punjab ; Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),12-09-2024,3.1 km to 4.5 km,Saurashtra & Kutch,Saurashtra & Kutch
Monsoon Trough with Extension and Tilt,12-09-2024,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay"
Offshore Trough,12-09-2024,Surface,Gujarat Region ; Konkan & Goa ; Coastal Karnataka,Gujarat Region ; Konkan & Goa ; Coastal Karnataka
Upper-Level Cyclonic Circulation,12-09-2024,7.6 km,Bangladesh,Bangladesh
Western Disturbances (WD),12-09-2024,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),13-09-2024,3.1 km,Saurashtra & Kutch,Saurashtra & Kutch
Cyclonic Circulation (CYCIR),13-09-2024,7.6 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),13-09-2024,7.6 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Mean Sea Level Trough,13-09-2024,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; NE Bay ; Bangladesh","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; NE Bay ; Bangladesh"
Western Disturbances (WD),13-09-2024,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Western Disturbances (WD),13-09-2024,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan,West Pakistan ; Central Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),14-09-2024,3.1 km to 4.5 km,Gujarat Region ; West Rajasthan,Gujarat Region ; West Rajasthan
Cyclonic Circulation (CYCIR),14-09-2024,3.1 km to 5.8 km,West Uttar Pradesh ; Uttarakhand,West Uttar Pradesh ; Uttarakhand
Mean Sea Level Trough,14-09-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay"
Western Disturbances (WD),14-09-2024,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan,South Pakistan ; West Pakistan ; Central Pakistan
Mean Sea Level Trough,16-09-2024,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Western Disturbances (WD),16-09-2024,3.1 km to 5.8 km,Himachal Pradesh,Himachal Pradesh
Western Disturbances (WD),16-09-2024,5.8 km,Southwest Pakistan,Southwest Pakistan
Cyclonic Circulation (CYCIR),17-09-2024,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Mean Sea Level Trough,17-09-2024,Surface,West Uttar Pradesh ; Chhattisgarh ; Jharkhand ; Odisha ; WC Bay,West Uttar Pradesh ; Chhattisgarh ; Jharkhand ; Odisha ; WC Bay
Western Disturbances (WD),17-09-2024,5.8 km,West Pakistan ; South Pakistan ; Central Pakistan,West Pakistan ; South Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),18-09-2024,1.5 km,Punjab,Punjab
Mean Sea Level Trough,18-09-2024,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay","Punjab ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay"
Well Marked Low Pressure Area (WML) with associated CYCIR,18-09-2024,5.8 km,West Madhya Pradesh ; East Madhya Pradesh,West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),18-09-2024,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),19-09-2024,5.8 km,East Rajasthan,East Rajasthan
Western Disturbances (WD),19-09-2024,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),20-09-2024,0.9 km,Punjab ; Pakistan,Punjab ; Pakistan
Cyclonic Circulation (CYCIR),20-09-2024,3.1 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),20-09-2024,3.1 km to 5.8 km,WC Bay ; SW Bay,WC Bay ; SW Bay
Cyclonic Circulation (CYCIR),20-09-2024,4.5 km,Gujarat Region ; Saurashtra & Kutch,Gujarat Region ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),21-09-2024,0.9 km,"Nagaland, Manipur, Mizoram & Tripura","Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),21-09-2024,1.5 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Trough,22-09-2024,5.8 km,Coastal Andhra Pradesh ; WC Bay ; SW Bay ; EC Bay,Coastal Andhra Pradesh ; WC Bay ; SW Bay ; EC Bay
Upper-Level Cyclonic Circulation,22-09-2024,5.8 km,WC Bay,WC Bay
Upper-Level Cyclonic Circulation,22-09-2024,5.8 km,south coastal Myanmar & neighbourhood,south coastal Myanmar & neighbourhood
Cyclonic Circulation (CYCIR),23-09-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,23-09-2024,5.8 km,WC Bay ; EC Bay ; SW Bay ; SE Bay,WC Bay ; EC Bay ; SW Bay ; SE Bay
Low Pressure (L) with associated CYCIR,24-09-2024,7.6 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Cyclonic Circulation (CYCIR),25-09-2024,5.8 km,Chhattisgarh,Chhattisgarh
Trough,25-09-2024,5.8 km,Konkan & Goa ; Chhattisgarh ; Bangladesh,Konkan & Goa ; Chhattisgarh ; Bangladesh
Cyclonic Circulation (CYCIR),26-09-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),26-09-2024,5.8 km,Madhya Maharashtra,Madhya Maharashtra
Trough,26-09-2024,5.8 km,Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Bangladesh,Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),27-09-2024,5.8 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),27-09-2024,5.8 km,West Madhya Pradesh,West Madhya Pradesh
Trough,27-09-2024,1.5 km to 5.8 km,Gujarat Region ; Bihar ; West Madhya Pradesh,Gujarat Region ; Bihar ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),28-09-2024,5.8 km,West Uttar Pradesh,West Uttar Pradesh
Trough,28-09-2024,0.9 km,South Interior Karnataka ; Gulf of Mannar ; Tamil Nadu & Puducherry,South Interior Karnataka ; Gulf of Mannar ; Tamil Nadu & Puducherry
Trough,28-09-2024,5.8 km,NE Arabian Sea ; Bihar ; West Uttar Pradesh,NE Arabian Sea ; Bihar ; West Uttar Pradesh
Western Disturbances (WD),28-09-2024,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),29-09-2024,4.5 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),29-09-2024,5.8 km,Gujarat Region,Gujarat Region
Trough,29-09-2024,0.9 km,Comorin Area ; Rayalaseema ; Tamil Nadu & Puducherry,Comorin Area ; Rayalaseema ; Tamil Nadu & Puducherry
Western Disturbances (WD),29-09-2024,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),30-09-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,30-09-2024,1.5 km,Comorin Area ; Coastal Karnataka,Comorin Area ; Coastal Karnataka
Trough,30-09-2024,1.5 km to 3.1 km,Konkan & Goa ; East Uttar Pradesh ; West Madhya Pradesh ; East Madhya Pradesh,Konkan & Goa ; East Uttar Pradesh ; West Madhya Pradesh ; East Madhya Pradesh
