weather system,date,heightAboveMSL,Regions,subdivisions
Cyclonic Circulation (CYCIR),23-05-2024,1.5 km,East Rajasthan,East Rajasthan
Trough,23-05-2024,0.9 km,East Rajasthan ; Jharkhand ; West Madhya Pradesh ; East Madhya Pradesh,East Rajasthan ; Jharkhand ; West Madhya Pradesh ; East Madhya Pradesh
Trough,23-05-2024,1.5 km,East Rajasthan ; West Madhya Pradesh ; Madhya Maharashtra ; Marathwada,East Rajasthan ; West Madhya Pradesh ; Madhya Maharashtra ; Marathwada
Cyclonic Circulation (CYCIR),23-05-2024,3.1 km to 5.8 km,Bihar,Bihar
Low Pressure (L) with associated CYCIR,23-05-2024,7.6 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),24-05-2024,1.5 km,East Rajasthan,East Rajasthan
Trough,24-05-2024,0.9 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Cyclonic Circulation (CYCIR),24-05-2024,1.5 km,East Madhya Pradesh,East Madhya Pradesh
Cyclonic Circulation (CYCIR),24-05-2024,5.8 km,Kerala,Kerala
Western Disturbances (WD),24-05-2024,3.1 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),25-05-2024,0.9 km,East Rajasthan,East Rajasthan
Trough,25-05-2024,0.9 km,East Rajasthan ; Telangana ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha,East Rajasthan ; Telangana ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha
Cyclonic Circulation (CYCIR),25-05-2024,1.5 km,Vidarbha,Vidarbha
Cyclonic Circulation (CYCIR),25-05-2024,3.1 km,Kerala,Kerala
Western Disturbances (WD),25-05-2024,3.1 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),26-05-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),26-05-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),26-05-2024,1.5 km,West Rajasthan,West Rajasthan
Western Disturbances (WD),26-05-2024,3.1 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),27-05-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),27-05-2024,0.9 km,East Rajasthan,East Rajasthan
Trough,27-05-2024,0.9 km,East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh,East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),27-05-2024,5.8 km,Jammu & Kashmir ; Ladakh ; North Pakistan,Jammu & Kashmir ; Ladakh ; North Pakistan
Trough,28-05-2024,0.9 km,West Uttar Pradesh ; Chhattisgarh ; East Madhya Pradesh,West Uttar Pradesh ; Chhattisgarh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),28-05-2024,5.8 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),28-05-2024,1.5 km to 5.8 km,WC Arabian Sea,WC Arabian Sea
Western Disturbances (WD),28-05-2024,5.8 km,Jammu & Kashmir ; Ladakh,Jammu & Kashmir ; Ladakh
Cyclonic Circulation (CYCIR),29-05-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Trough,29-05-2024,0.9 km,West Uttar Pradesh ; Bangladesh ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal,West Uttar Pradesh ; Bangladesh ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),29-05-2024,3.1 km to 5.8 km,WC Arabian Sea,WC Arabian Sea
Cyclonic Circulation (CYCIR),29-05-2024,5.8 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Westerly Trough,29-05-2024,1.5 km,Bihar ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; East Uttar Pradesh,Bihar ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; East Uttar Pradesh
Western Disturbances (WD),29-05-2024,3.1 km,South Pakistan ; West Pakistan ; Central Pakistan,South Pakistan ; West Pakistan ; Central Pakistan
Western Disturbances (WD),29-05-2024,5.8 km,Jammu & Kashmir ; Ladakh,Jammu & Kashmir ; Ladakh
Cyclonic Circulation (CYCIR),30-05-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),30-05-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Trough,30-05-2024,0.9 km,West Uttar Pradesh ; Bangladesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim,West Uttar Pradesh ; Bangladesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),30-05-2024,1.5 km to 4.5 km,WC Arabian Sea,WC Arabian Sea
Cyclonic Circulation (CYCIR),30-05-2024,5.8 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Western Disturbances (WD),30-05-2024,3.1 km,Jammu & Kashmir,Jammu & Kashmir
Westerly Trough,30-05-2024,4.5 km,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana
Cyclonic Circulation (CYCIR),31-05-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,31-05-2024,0.9 km,West Uttar Pradesh ; Bangladesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim,West Uttar Pradesh ; Bangladesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),31-05-2024,1.5 km to 4.5 km,WC Arabian Sea,WC Arabian Sea
Cyclonic Circulation (CYCIR),31-05-2024,5.8 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),31-05-2024,1.5 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),31-05-2024,3.1 km to 5.8 km,Gujarat Region,Gujarat Region
Western Disturbances (WD),31-05-2024,3.1 km,north Afghanistan & adjoining Pakistan,Far West Pakistan ; Pakistan
Westerly Trough,31-05-2024,5.8 km,North Pakistan,North Pakistan
Western Disturbances (WD),31-05-2024,3.1 km,Jammu & Kashmir,Jammu & Kashmir
Westerly Trough,31-05-2024,4.5 km,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana
Cyclonic Circulation (CYCIR),01-06-2024,1.5 km,Arunachal Pradesh,Arunachal Pradesh
Trough,01-06-2024,1.5 km,West Uttar Pradesh ; Assam & Meghalaya ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal,West Uttar Pradesh ; Assam & Meghalaya ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),01-06-2024,3.1 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),01-06-2024,5.8 km to 7.6 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),01-06-2024,3.1 km to 4.5 km,WC Arabian Sea ; SW Arabian Sea,WC Arabian Sea ; SW Arabian Sea
Cyclonic Circulation (CYCIR),01-06-2024,3.1 km to 5.8 km,EC Bay ; SE Bay,EC Bay ; SE Bay
Cyclonic Circulation (CYCIR),01-06-2024,1.5 km,Coastal Andhra Pradesh,Coastal Andhra Pradesh
Western Disturbances (WD),01-06-2024,5.8 km,North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir,North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),02-06-2024,3.1 km to 4.5 km,WC Arabian Sea ; SW Arabian Sea,WC Arabian Sea ; SW Arabian Sea
Cyclonic Circulation (CYCIR),02-06-2024,3.1 km to 5.8 km,EC Bay,EC Bay
Cyclonic Circulation (CYCIR),02-06-2024,1.5 km,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Western Disturbances (WD),02-06-2024,5.8 km,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),02-06-2024,3.1 km to 4.5 km,south Sri Lanka & neighbourhood,SW Bay ; Comorin Area
Cyclonic Circulation (CYCIR),02-06-2024,3.1 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),02-06-2024,1.5 km,Central Pakistan,Central Pakistan
Cyclonic Circulation (CYCIR),02-06-2024,0.9 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),02-06-2024,3.1 km,Saurashtra & Kutch ; NE Arabian Sea,Saurashtra & Kutch ; NE Arabian Sea
Cyclonic Circulation (CYCIR),02-06-2024,1.5 km,East Uttar Pradesh,East Uttar Pradesh
Cyclonic Circulation (CYCIR),02-06-2024,3.1 km to 4.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),02-06-2024,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),03-06-2024,3.1 km,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),03-06-2024,3.1 km to 5.8 km,Kerala,Kerala
Cyclonic Circulation (CYCIR),03-06-2024,1.5 km,Central Pakistan,Central Pakistan
Cyclonic Circulation (CYCIR),03-06-2024,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),03-06-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),03-06-2024,3.1 km,Gujarat Region,Gujarat Region
Cyclonic Circulation (CYCIR),03-06-2024,1.5 km,East Uttar Pradesh,East Uttar Pradesh
Trough,03-06-2024,1.5 km,East Uttar Pradesh ; North Interior Karnataka ; West Madhya Pradesh ; East Madhya Pradesh ; Madhya Maharashtra ; Marathwada,East Uttar Pradesh ; North Interior Karnataka ; West Madhya Pradesh ; East Madhya Pradesh ; Madhya Maharashtra ; Marathwada
Cyclonic Circulation (CYCIR),03-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),03-06-2024,0.9 km,Bihar,Bihar
Western Disturbances (WD),03-06-2024,5.8 km,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi
Cyclonic Circulation (CYCIR),04-06-2024,3.1 km to 4.5 km,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),04-06-2024,3.1 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),04-06-2024,1.5 km,Central Pakistan,Central Pakistan
Cyclonic Circulation (CYCIR),04-06-2024,1.5 km,East Uttar Pradesh,East Uttar Pradesh
Cyclonic Circulation (CYCIR),04-06-2024,3.1 km,Gujarat Region,Gujarat Region
Cyclonic Circulation (CYCIR),04-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),04-06-2024,3.1 km,Iran,Iran
Cyclonic Circulation (CYCIR),05-06-2024,1.5 km,Central Pakistan,Central Pakistan
Cyclonic Circulation (CYCIR),05-06-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Trough,05-06-2024,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),05-06-2024,0.9 km,"Nagaland, Manipur, Mizoram & Tripura","Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),05-06-2024,3.1 km,Gujarat Region,Gujarat Region
Cyclonic Circulation (CYCIR),05-06-2024,3.1 km to 5.8 km,Rayalaseema,Rayalaseema
Cyclonic Circulation (CYCIR),05-06-2024,4.5 km to 5.8 km,Coastal Karnataka,Coastal Karnataka
Cyclonic Circulation (CYCIR),05-06-2024,5.8 km to 7.6 km,N Andaman Sea,N Andaman Sea
Western Disturbances (WD),05-06-2024,3.1 km,Afghanistan & neighbourhood,Far West Pakistan
Cyclonic Circulation (CYCIR),06-06-2024,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),06-06-2024,1.5 km,West Madhya Pradesh,West Madhya Pradesh
Trough,06-06-2024,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal,West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),06-06-2024,3.1 km,Gujarat Region,Gujarat Region
Cyclonic Circulation (CYCIR),06-06-2024,3.1 km,Rayalaseema,Rayalaseema
Cyclonic Circulation (CYCIR),06-06-2024,4.5 km to 5.8 km,Coastal Karnataka,Coastal Karnataka
Cyclonic Circulation (CYCIR),06-06-2024,3.1 km to 5.8 km,EC Bay,EC Bay
Cyclonic Circulation (CYCIR),06-06-2024,3.1 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),06-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),06-06-2024,3.1 km,North pakistan,North pakistan
Cyclonic Circulation (CYCIR),07-06-2024,1.5 km,Saurashtra & Kutch,Saurashtra & Kutch
Cyclonic Circulation (CYCIR),07-06-2024,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),07-06-2024,1.5 km,Telangana,Telangana
Cyclonic Circulation (CYCIR),07-06-2024,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),07-06-2024,4.5 km to 5.8 km,EC Bay,EC Bay
Cyclonic Circulation (CYCIR),07-06-2024,0.9 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),07-06-2024,0.9 km,West Uttar Pradesh,West Uttar Pradesh
Trough,07-06-2024,0.9 km,Madhya Maharashtra ; Marathwada ; SE Arabian Sea ; Kerala,Madhya Maharashtra ; Marathwada ; SE Arabian Sea ; Kerala
Western Disturbances (WD),07-06-2024,5.8 km,North pakistan,North pakistan
Trough,08-06-2024,0.9 km,Madhya Maharashtra ; Marathwada ; Konkan & Goa ; Kerala,Madhya Maharashtra ; Marathwada ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),08-06-2024,1.5 km,Saurashtra & Kutch,Saurashtra & Kutch
Cyclonic Circulation (CYCIR),08-06-2024,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),08-06-2024,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),08-06-2024,0.9 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),08-06-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Western Disturbances (WD),08-06-2024,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),09-06-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),09-06-2024,0.9 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),09-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),09-06-2024,1.5 km,Marathwada,Marathwada
Western Disturbances (WD),09-06-2024,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),10-06-2024,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),10-06-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),10-06-2024,3.1 km,Marathwada,Marathwada
Trough,10-06-2024,0.9 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya","Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya"
Western Disturbances (WD),10-06-2024,5.8 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),11-06-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),11-06-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),11-06-2024,0.9 km,East Uttar Pradesh,East Uttar Pradesh
Trough,11-06-2024,0.9 km,"East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura ; Assam & Meghalaya","East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura ; Assam & Meghalaya"
Cyclonic Circulation (CYCIR),11-06-2024,3.1 km,Gujarat Region ; West Rajasthan,Gujarat Region ; West Rajasthan
Western Disturbances (WD),11-06-2024,5.8 km,Jammu & Kashmir,Jammu & Kashmir
Cyclonic Circulation (CYCIR),12-06-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),12-06-2024,0.9 km,East Uttar Pradesh,East Uttar Pradesh
Trough,12-06-2024,0.9 km,"East Uttar Pradesh ; Nagaland, Manipur, Mizoram & Tripura ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya","East Uttar Pradesh ; Nagaland, Manipur, Mizoram & Tripura ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya"
Cyclonic Circulation (CYCIR),12-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),12-06-2024,3.1 km,Pakistan,Pakistan
Cyclonic Circulation (CYCIR),12-06-2024,3.1 km,Bangladesh,Bangladesh
Western Disturbances (WD),12-06-2024,5.8 km,Jammu & Kashmir,Jammu & Kashmir
Cyclonic Circulation (CYCIR),13-06-2024,3.1 km to 5.8 km,West Rajasthan,West Rajasthan
Trough,13-06-2024,0.9 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya","Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya"
Cyclonic Circulation (CYCIR),13-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,13-06-2024,1.5 km,Bihar ; Jharkhand ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh,Bihar ; Jharkhand ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh
Trough,13-06-2024,3.1 km to 5.8 km,Telangana ; Coastal Andhra Pradesh ; WC Bay ; EC Bay ; SW Bay ; SE Bay,Telangana ; Coastal Andhra Pradesh ; WC Bay ; EC Bay ; SW Bay ; SE Bay
Westerly Trough,13-06-2024,3.1 km to 5.8 km,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal
Western Disturbances (WD),13-06-2024,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),21-06-2024,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),21-06-2024,1.5 km,Bihar ; East Uttar Pradesh,Bihar ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),21-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),21-06-2024,3.1 km to 5.8 km,NE Bay ; EC Bay,NE Bay ; EC Bay
Cyclonic Circulation (CYCIR),21-06-2024,3.1 km to 7.6 km,Odisha,Odisha
Cyclonic Circulation (CYCIR),21-06-2024,3.1 km to 4.5 km,Vidarbha,Vidarbha
Trough,21-06-2024,0.9 km,"East Rajasthan ; West Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura ; Assam & Meghalaya ; Bangladesh","East Rajasthan ; West Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura ; Assam & Meghalaya ; Bangladesh"
Western Disturbances (WD),21-06-2024,3.1 km to 5.8 km,Himachal Pradesh,Himachal Pradesh
Westerly Trough,21-06-2024,7.6 km,South Pakistan ; West Pakistan ; Central Pakistan,South Pakistan ; West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,21-06-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),22-06-2024,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),22-06-2024,3.1 km to 5.8 km,NE Bay ; EC Bay,NE Bay ; EC Bay
Cyclonic Circulation (CYCIR),22-06-2024,1.5 km to 7.6 km,Odisha ; Chhattisgarh,Odisha ; Chhattisgarh
Trough,22-06-2024,0.9 km,West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay,West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),22-06-2024,5.8 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Induced Cyclonic Circulation,22-06-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),23-06-2024,3.1 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),23-06-2024,1.5 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Trough,23-06-2024,0.9 km,West Rajasthan ; East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh,West Rajasthan ; East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh
Trough,23-06-2024,0.9 km,West Rajasthan ; East Rajasthan ; NE Arabian Sea,West Rajasthan ; East Rajasthan ; NE Arabian Sea
Cyclonic Circulation (CYCIR),23-06-2024,1.5 km to 7.6 km,Chhattisgarh,Chhattisgarh
Trough,23-06-2024,3.1 km,Chhattisgarh ; Madhya Maharashtra ; Konkan & Goa,Chhattisgarh ; Madhya Maharashtra ; Konkan & Goa
Cyclonic Circulation (CYCIR),23-06-2024,4.5 km to 5.8 km,NE Bay ; EC Bay,NE Bay ; EC Bay
Cyclonic Circulation (CYCIR),23-06-2024,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),23-06-2024,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),23-06-2024,5.8 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Trough,24-06-2024,0.9 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Cyclonic Circulation (CYCIR),24-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),24-06-2024,0.9 km,Pakistan,Pakistan
Cyclonic Circulation (CYCIR),24-06-2024,1.5 km to 5.8 km,Gujarat Region,Gujarat Region
Trough,24-06-2024,1.5 km to 4.5 km,Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand,Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand
Mean Sea Level Trough,24-06-2024,Surface,Konkan & Goa ; Madhya Maharashtra ; Kerala,Konkan & Goa ; Madhya Maharashtra ; Kerala
Western Disturbances (WD),24-06-2024,5.8 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),25-06-2024,5.8 km,Gujrat Region,Gujrat Region
Trough,25-06-2024,1.5 km,Gujarat Region ; Bihar ; West Madhya Pradesh ; East Madhya Pradesh ; East Uttar Pradesh,Gujarat Region ; Bihar ; West Madhya Pradesh ; East Madhya Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),25-06-2024,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Trough,25-06-2024,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Bangladesh ; Assam & Meghalaya,West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Bangladesh ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),25-06-2024,0.9 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),25-06-2024,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),25-06-2024,3.1 km to 5.8 km,EC Bay,EC Bay
Western Disturbances (WD),25-06-2024,5.8 km,Himachal Pradesh,Himachal Pradesh
Cyclonic Circulation (CYCIR),26-06-2024,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),26-06-2024,5.8 km,Gujarat Region,Gujarat Region
Trough,26-06-2024,3.1 km,Gujarat Region ; Vidarbha ; Madhya Maharashtra ; Marathwada,Gujarat Region ; Vidarbha ; Madhya Maharashtra ; Marathwada
Trough,26-06-2024,0.9 km,"West Rajasthan ; Nagaland, Manipur, Mizoram & Tripura ; West Uttar Pradesh ; Jharkhand","West Rajasthan ; Nagaland, Manipur, Mizoram & Tripura ; West Uttar Pradesh ; Jharkhand"
Cyclonic Circulation (CYCIR),26-06-2024,1.5 km to 5.8 km,WC Bay ; NW Bay,WC Bay ; NW Bay
Western Disturbances (WD),26-06-2024,5.8 km,Southwest Pakistan ; West Pakistan,Southwest Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),27-06-2024,1.5 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),27-06-2024,4.5 km,Gujarat Region ; Saurashtra & Kutch,Gujarat Region ; Saurashtra & Kutch
Trough,27-06-2024,0.9 km,Gujarat Region ; Bihar ; East Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh,Gujarat Region ; Bihar ; East Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh
