weather system,date,heightAboveMSL,Regions,subdivisions
Upper-Level Cyclonic Circulation,22-05-2025,1.5 km to 3.1 km,Assam & Meghalaya ; Arunachal Pradesh,Assam & Meghalaya ; Arunachal Pradesh
Trough,24-05-2025,1.5 km to 3.1 km,EC Arabian Sea ; Madhya Maharashtra ; Marathwada ; Telangana ; Chhattisgarh,EC Arabian Sea ; Madhya Maharashtra ; Marathwada ; Telangana ; Chhattisgarh
Upper-Level Cyclonic Circulation,24-05-2025,3.1 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi","West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,24-05-2025,1.5 km,West Rajasthan,West Rajasthan
Trough,24-05-2025,1.5 km,West Rajasthan ; Vidarbha,West Rajasthan ; Vidarbha
Cyclonic Circulation (CYCIR),24-05-2025,3.1 km,Odisha,Odisha
Cyclonic Circulation (CYCIR),24-05-2025,3.1 km,"Nagaland, Manipur, Mizoram & Tripura","Nagaland, Manipur, Mizoram & Tripura"
Trough,25-05-2025,1.5 km to 4.6 km,EC Arabian Sea ; Madhya Maharashtra ; Telangana ; Chhattisgarh ; Odisha,EC Arabian Sea ; Madhya Maharashtra ; Telangana ; Chhattisgarh ; Odisha
Western Disturbances (WD),25-05-2025,3.1 km,Punjab ; Jammu & Kashmir,Punjab ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,25-05-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Upper-Level Cyclonic Circulation,25-05-2025,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),25-05-2025,1.5 km to 3.1 km,Gujarat Region,Gujarat Region
Trough,26-05-2025,1.5 km,Marathwada ; Chhattisgarh ; Odisha ; NW Bay,Marathwada ; Chhattisgarh ; Odisha ; NW Bay
Upper-Level Cyclonic Circulation,26-05-2025,3.1 km to 5.8 km,EC Arabian Sea,EC Arabian Sea
Trough,26-05-2025,3.1 km to 5.8 km,EC Arabian Sea ; Konkan & Goa ; Marathwada ; Telangana ; Coastal Andhra Pradesh,EC Arabian Sea ; Konkan & Goa ; Marathwada ; Telangana ; Coastal Andhra Pradesh
Western Disturbances (WD),26-05-2025,3.1 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,26-05-2025,1.5 km,West Rajasthan,West Rajasthan
Upper-Level Cyclonic Circulation,26-05-2025,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Well Marked Low Pressure Area (WML) with associated CYCIR,28-05-2025,7.6 km,NW Bay ; Odisha,NW Bay ; Odisha
Western Disturbances (WD),28-05-2025,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Upper-Level Cyclonic Circulation,28-05-2025,1.5 km,Punjab,Punjab
Upper-Level Cyclonic Circulation,28-05-2025,0.9 km,West Rajasthan,West Rajasthan
Trough,28-05-2025,0.9 km,West Rajasthan ; Chhattisgarh ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh,West Rajasthan ; Chhattisgarh ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh
Upper-Level Cyclonic Circulation,28-05-2025,1.5 km,East Madhya Pradesh,East Madhya Pradesh
Western Disturbances (WD),28-05-2025,5.8 km,Far West Pakistan,Far West Pakistan
Western Disturbances (WD),29-05-2025,3.1 km,Jammu & Kashmir,Jammu & Kashmir
Upper-Level Cyclonic Circulation,29-05-2025,1.5 km,Punjab,Punjab
Upper-Level Cyclonic Circulation,29-05-2025,1.5 km,West Rajasthan,West Rajasthan
Western Disturbances (WD),29-05-2025,3.1 km to 7.6 km,north Afghanistan & neighbourhood,Far West Pakistan
Upper-Level Cyclonic Circulation,29-05-2025,1.5 km,northern parts of central Uttar Pradesh,northern parts of central Uttar Pradesh
Trough,29-05-2025,0.9 km,East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; NW Bay,East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; NW Bay
Western Disturbances (WD),30-05-2025,5.8 km,West Pakistan ; South Pakistan ; Central Pakistan,West Pakistan ; South Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,30-05-2025,1.5 km,Central Pakistan,Central Pakistan
Upper-Level Cyclonic Circulation,30-05-2025,0.9 km,Punjab,Punjab
Upper-Level Cyclonic Circulation,30-05-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Upper-Level Cyclonic Circulation,30-05-2025,0.9 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Western Disturbances (WD),30-05-2025,3.1 km,Jammu & Kashmir,Jammu & Kashmir
Western Disturbances (WD),31-05-2025,3.1 km to 5.8 km,North pakistan ; Jammu & Kashmir,North pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,31-05-2025,1.5 km,Central Pakistan,Central Pakistan
Trough,31-05-2025,1.5 km,"Central Pakistan ; West Uttar Pradesh ; Punjab ; Haryana, Chandigarh & Delhi","Central Pakistan ; West Uttar Pradesh ; Punjab ; Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,31-05-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Trough,31-05-2025,0.9 km,East Uttar Pradesh ; Vidarbha,East Uttar Pradesh ; Vidarbha
Western Disturbances (WD),09-05-2025,3.1 km to 5.8 km,North pakistan,North pakistan
Western Disturbances (WD),09-05-2025,5.8 km,Far West Pakistan,Far West Pakistan
Upper-Level Cyclonic Circulation,09-05-2025,7.6 km,East Rajasthan,East Rajasthan
Trough,09-05-2025,1.5 km to 7.6 km,EC Arabian Sea ; Gujarat Region ; West Rajasthan ; East Rajasthan,EC Arabian Sea ; Gujarat Region ; West Rajasthan ; East Rajasthan
Trough,09-05-2025,0.9 km,North Interior Karnataka ; Gulf of Mannar ; Rayalaseema ; Tamil Nadu & Puducherry,North Interior Karnataka ; Gulf of Mannar ; Rayalaseema ; Tamil Nadu & Puducherry
Westerly Trough,09-05-2025,9.4 km to 12.6 km,East Uttar Pradesh ; North Interior Karnataka,East Uttar Pradesh ; North Interior Karnataka
Upper-Level Cyclonic Circulation,09-05-2025,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,09-05-2025,3.1 km to 4.5 km,SE Bay ; S Andaman Sea,SE Bay ; S Andaman Sea
Trough,23-05-2025,1.5 km to 5.8 km,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra ; Marathwada ; Telangana ; Chhattisgarh,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra ; Marathwada ; Telangana ; Chhattisgarh
Upper-Level Cyclonic Circulation,23-05-2025,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,23-05-2025,1.5 km,Central Pakistan,Central Pakistan
Trough,23-05-2025,0.9 km,Central Pakistan ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh,Central Pakistan ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh
Upper-Level Cyclonic Circulation,23-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Low Pressure (L) with associated CYCIR,27-05-2025,7.6 km,NW Bay ; Odisha,NW Bay ; Odisha
Western Disturbances (WD),27-05-2025,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,27-05-2025,1.5 km,West Madhya Pradesh,West Madhya Pradesh
Trough,27-05-2025,0.9 km,East Rajasthan ; Chhattisgarh ; West Madhya Pradesh,East Rajasthan ; Chhattisgarh ; West Madhya Pradesh
Upper-Level Cyclonic Circulation,27-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,27-05-2025,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,27-05-2025,1.5 km,Konkan & Goa ; EC Arabian Sea,Konkan & Goa ; EC Arabian Sea
Western Disturbances (WD),27-05-2025,3.1 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Westerly Trough,27-05-2025,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Bangladesh ; Arunachal Pradesh ; Bihar,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Bangladesh ; Arunachal Pradesh ; Bihar
Western Disturbances (WD),02-06-2025,3.1 km to 7.6 km,North pakistan ; Jammu & Kashmir,North pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,02-06-2025,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Trough,02-06-2025,1.5 km,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim
Upper-Level Cyclonic Circulation,02-06-2025,1.5 km,Bihar,Bihar
Trough,02-06-2025,0.9 km,East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya,East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Western Disturbances (WD),03-06-2025,3.1 km to 4.5 km,Punjab,Punjab
Upper-Level Cyclonic Circulation,03-06-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Trough,03-06-2025,1.5 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Bangladesh ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Bangladesh ; Arunachal Pradesh
Upper-Level Cyclonic Circulation,03-06-2025,0.9 km,Bihar,Bihar
Upper-Level Cyclonic Circulation,03-06-2025,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Western Disturbances (WD),04-06-2025,5.8 km,Haryana ; Punjab ; Delhi ; Jammu & Kashmir ; Himachal Pradesh,Haryana ; Punjab ; Delhi ; Jammu & Kashmir ; Himachal Pradesh
Upper-Level Cyclonic Circulation,04-06-2025,1.5 km,Punjab,Punjab
Upper-Level Cyclonic Circulation,04-06-2025,0.9 km,Bangladesh,Bangladesh
Upper-Level Cyclonic Circulation,04-06-2025,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,04-06-2025,1.5 km to 3.1 km,Gujarat Region,Gujarat Region
Trough,04-06-2025,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Bangladesh,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Bangladesh
Western Disturbances (WD),05-06-2025,5.8 km,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh
Upper-Level Cyclonic Circulation,05-06-2025,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,05-06-2025,0.9 km,Bangladesh,Bangladesh
Trough,05-06-2025,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Upper-Level Cyclonic Circulation,05-06-2025,0.9 km,Central Pakistan ; West Rajasthan,Central Pakistan ; West Rajasthan
Trough,05-06-2025,1.5 km,Chhattisgarh ; Bangladesh ; Odisha ; Jharkhand ; Bihar ; Gangetic West Bengal,Chhattisgarh ; Bangladesh ; Odisha ; Jharkhand ; Bihar ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,05-06-2025,1.5 km,Jharkhand ; Bihar,Jharkhand ; Bihar
Upper-Level Cyclonic Circulation,05-06-2025,3.1 km to 4.5 km,North Interior Karnataka ; Marathwada ; Telangana,North Interior Karnataka ; Marathwada ; Telangana
Westerly Trough,06-06-2025,5.8 km,East Uttar Pradesh ; Chhattisgarh ; Odisha ; Bihar ; Jharkhand,East Uttar Pradesh ; Chhattisgarh ; Odisha ; Bihar ; Jharkhand
Upper-Level Cyclonic Circulation,06-06-2025,0.9 km,West Rajasthan,West Rajasthan
Upper-Level Cyclonic Circulation,06-06-2025,3.1 km,North Interior Karnataka,North Interior Karnataka
Trough,06-06-2025,1.5 km,Madhya Maharashtra ; Coastal Andhra Pradesh ; North Interior Karnataka ; Telangana,Madhya Maharashtra ; Coastal Andhra Pradesh ; North Interior Karnataka ; Telangana
Upper-Level Cyclonic Circulation,06-06-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Upper-Level Cyclonic Circulation,06-06-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),06-06-2025,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Upper-Level Cyclonic Circulation,07-06-2025,0.9 km,West Rajasthan,West Rajasthan
Upper-Level Cyclonic Circulation,07-06-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Upper-Level Cyclonic Circulation,07-06-2025,1.5 km,East Madhya Pradesh,East Madhya Pradesh
Trough,07-06-2025,1.5 km,Vidarbha ; North Interior Karnataka,Vidarbha ; North Interior Karnataka
Upper-Level Cyclonic Circulation,07-06-2025,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),07-06-2025,5.8 km,Southwest Pakistan,Southwest Pakistan
Upper-Level Cyclonic Circulation,08-06-2025,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,08-06-2025,1.5 km,Himachal Pradesh ; Uttarakhand,Himachal Pradesh ; Uttarakhand
Upper-Level Cyclonic Circulation,08-06-2025,1.5 km,Central Pakistan,Central Pakistan
Westerly Trough,08-06-2025,5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Western Disturbances (WD),08-06-2025,5.8 km,Far West Pakistan,Far West Pakistan
Upper-Level Cyclonic Circulation,08-06-2025,1.5 km,Bangladesh,Bangladesh
Upper-Level Cyclonic Circulation,08-06-2025,5.8 km,SE Bay ; EC Bay,SE Bay ; EC Bay
Western Disturbances (WD),08-06-2025,5.8 km,Jammu & Kashmir,Jammu & Kashmir
Upper-Level Cyclonic Circulation,09-06-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Trough,09-06-2025,0.9 km,West Uttar Pradesh ; Telangana ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha,West Uttar Pradesh ; Telangana ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha
Western Disturbances (WD),09-06-2025,5.8 km,Far West Pakistan,Far West Pakistan
Upper-Level Cyclonic Circulation,09-06-2025,5.8 km to 7.6 km,SE Bay ; EC Bay,SE Bay ; EC Bay
Trough,09-06-2025,3.1 km to 4.5 km,Tamil Nadu & Puducherry ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka,Tamil Nadu & Puducherry ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,09-06-2025,1.5 km to 5.8 km,NW Bay ; Odisha ; Gangetic West Bengal,NW Bay ; Odisha ; Gangetic West Bengal
Trough,10-06-2025,0.9 km,West Uttar Pradesh ; Telangana ; WC Bay ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha,West Uttar Pradesh ; Telangana ; WC Bay ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha
Trough,10-06-2025,3.1 km to 4.5 km,Tamil Nadu & Puducherry ; Konkan & Goa ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka,Tamil Nadu & Puducherry ; Konkan & Goa ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,10-06-2025,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,10-06-2025,1.5 km to 5.8 km,Odisha,Odisha
Western Disturbances (WD),10-06-2025,5.8 km,Southwest Pakistan,Southwest Pakistan
Upper-Level Cyclonic Circulation,10-06-2025,0.9 km,Chhattisgarh,Chhattisgarh
Upper-Level Cyclonic Circulation,10-06-2025,1.5 km,North pakistan ; Punjab,North pakistan ; Punjab
Upper-Level Cyclonic Circulation,10-06-2025,1.5 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,11-06-2025,5.8 km,WC Bay ; Coastal Andhra Pradesh,WC Bay ; Coastal Andhra Pradesh
Trough,11-06-2025,0.9 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; WC Bay,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; WC Bay
Upper-Level Cyclonic Circulation,11-06-2025,1.5 km,East Uttar Pradesh,East Uttar Pradesh
Upper-Level Cyclonic Circulation,11-06-2025,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Western Disturbances (WD),11-06-2025,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Upper-Level Cyclonic Circulation,12-06-2025,0.9 km,Punjab,Punjab
Trough,12-06-2025,0.9 km,"Punjab ; East Madhya Pradesh ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh","Punjab ; East Madhya Pradesh ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh"
Upper-Level Cyclonic Circulation,12-06-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Upper-Level Cyclonic Circulation,12-06-2025,1.5 km to 3.1 km,West Rajasthan,West Rajasthan
Upper-Level Cyclonic Circulation,12-06-2025,5.8 km,Coastal Andhra Pradesh ; Odisha,Coastal Andhra Pradesh ; Odisha
Trough,12-06-2025,3.1 km to 5.8 km,Coastal Andhra Pradesh ; Odisha ; Coastal Karnataka ; Chhattisgarh ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,Coastal Andhra Pradesh ; Odisha ; Coastal Karnataka ; Chhattisgarh ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),12-06-2025,5.8 km,Southwest Pakistan,Southwest Pakistan
Upper-Level Cyclonic Circulation,13-06-2025,0.9 km,West Rajasthan,West Rajasthan
Trough,13-06-2025,0.9 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Marathwada,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Marathwada
Upper-Level Cyclonic Circulation,13-06-2025,5.8 km,North Interior Karnataka ; Telangana ; Rayalaseema,North Interior Karnataka ; Telangana ; Rayalaseema
Trough,13-06-2025,3.1 km,WC Arabian Sea ; Odisha ; North Interior Karnataka ; Telangana ; Rayalaseema,WC Arabian Sea ; Odisha ; North Interior Karnataka ; Telangana ; Rayalaseema
Western Disturbances (WD),13-06-2025,5.8 km,West Pakistan ; South Pakistan,West Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,14-06-2025,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Trough,14-06-2025,1.5 km,West Rajasthan ; Pakistan ; Madhya Maharashtra ; Gujarat Region,West Rajasthan ; Pakistan ; Madhya Maharashtra ; Gujarat Region
Upper-Level Cyclonic Circulation,14-06-2025,5.8 km,Marathwada,Marathwada
Trough,14-06-2025,3.1 km to 5.8 km,Marathwada ; Coastal Andhra Pradesh ; Telangana,Marathwada ; Coastal Andhra Pradesh ; Telangana
Western Disturbances (WD),14-06-2025,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),14-06-2025,3.1 km to 5.8 km,Odisha,Odisha
Cyclonic Circulation (CYCIR),14-06-2025,5.8 km,WC Bay ; Coastal Andhra Pradesh,WC Bay ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),14-06-2025,3.1 km,Bangladesh ; NW Bay ; NE Bay,Bangladesh ; NW Bay ; NE Bay
Trough,14-06-2025,3.1 km,Bangladesh ; NW Bay ; NE Bay ; Odisha,Bangladesh ; NW Bay ; NE Bay ; Odisha
Cyclonic Circulation (CYCIR),14-06-2025,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),15-06-2025,3.1 km to 7.6 km,NW Bay,NW Bay
Cyclonic Circulation (CYCIR),15-06-2025,5.8 km,WC Bay ; Coastal Andhra Pradesh,WC Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,15-06-2025,7.6 km,Madhya Maharashtra,Madhya Maharashtra
Trough,15-06-2025,1.5 km,East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Bangladesh,East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),15-06-2025,4.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,15-06-2025,1.5 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Trough,15-06-2025,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh,West Rajasthan ; East Rajasthan ; West Madhya Pradesh
Upper-Level Cyclonic Circulation,15-06-2025,1.5 km,Himachal Pradesh ; Uttarakhand,Himachal Pradesh ; Uttarakhand
Upper-Level Cyclonic Circulation,15-06-2025,0.9 km,East Uttar Pradesh,East Uttar Pradesh
Western Disturbances (WD),15-06-2025,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),16-06-2025,1.5 km to 5.8 km,NW Bay,NW Bay
Upper-Level Cyclonic Circulation,16-06-2025,0.9 km,Punjab,Punjab
Upper-Level Cyclonic Circulation,16-06-2025,3.1 km,Punjab,Punjab
Western Disturbances (WD),16-06-2025,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Upper-Level Cyclonic Circulation,16-06-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,16-06-2025,7.6 km,Gujarat Region,Gujarat Region
Low Pressure (L) with associated CYCIR,17-06-2025,7.6 km,Bangladesh ; Gangetic West Bengal,Bangladesh ; Gangetic West Bengal
Low Pressure (L) with associated CYCIR,17-06-2025,5.8 km,Gujarat Region ; Saurashtra & Kutch,Gujarat Region ; Saurashtra & Kutch
Trough,17-06-2025,0.9 km,Gujarat Region ; Jharkhand ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh,Gujarat Region ; Jharkhand ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Western Disturbances (WD),17-06-2025,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Upper-Level Cyclonic Circulation,17-06-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Well Marked Low Pressure Area (WML) with associated CYCIR,18-06-2025,7.6 km,Gangetic West Bengal,Gangetic West Bengal
Low Pressure (L) with associated CYCIR,18-06-2025,5.8 km,East Rajasthan ; West Rajasthan,East Rajasthan ; West Rajasthan
Trough,18-06-2025,3.1 km to 5.8 km,Punjab ; Gujarat Region ; East Rajasthan ; West Rajasthan,Punjab ; Gujarat Region ; East Rajasthan ; West Rajasthan
Western Disturbances (WD),18-06-2025,3.1 km to 4.6 km,Punjab,Punjab
Upper-Level Cyclonic Circulation,18-06-2025,3.1 km to 5.8 km,East Uttar Pradesh ; West Uttar Pradesh,East Uttar Pradesh ; West Uttar Pradesh
Low Pressure (L) with associated CYCIR,21-06-2025,7.6 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),21-06-2025,1.5 km,East Rajasthan,East Rajasthan
Trough,21-06-2025,3.1 km,Bangladesh ; Gujarat Region ; Bihar ; West Madhya Pradesh ; East Madhya Pradesh,Bangladesh ; Gujarat Region ; Bihar ; West Madhya Pradesh ; East Madhya Pradesh
Trough,21-06-2025,1.5 km,Central Pakistan ; Assam & Meghalaya ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Gangetic West Bengal,Central Pakistan ; Assam & Meghalaya ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,21-06-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,23-06-2025,5.8 km,East Uttar Pradesh ; West Uttar Pradesh,East Uttar Pradesh ; West Uttar Pradesh
Trough,23-06-2025,1.5 km,East Uttar Pradesh ; West Uttar Pradesh ; NW Bay ; East Madhya Pradesh ; Jharkhand ; Odisha,East Uttar Pradesh ; West Uttar Pradesh ; NW Bay ; East Madhya Pradesh ; Jharkhand ; Odisha
Trough,23-06-2025,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Odisha,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Odisha
Upper-Level Cyclonic Circulation,23-06-2025,3.1 km,Saurashtra & Kutch,Saurashtra & Kutch
Upper-Level Cyclonic Circulation,23-06-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,23-06-2025,5.8 km to 7.6 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Upper-Level Cyclonic Circulation,24-06-2025,5.8 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Trough,24-06-2025,1.5 km,West Uttar Pradesh ; East Uttar Pradesh ; NW Bay ; East Madhya Pradesh ; Jharkhand ; Odisha,West Uttar Pradesh ; East Uttar Pradesh ; NW Bay ; East Madhya Pradesh ; Jharkhand ; Odisha
Trough,24-06-2025,0.9 km,Punjab ; Bangladesh ; West Uttar Pradesh ; East Uttar Pradesh,Punjab ; Bangladesh ; West Uttar Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,24-06-2025,3.1 km to 7.6 km,Jharkhand,Jharkhand
Trough,24-06-2025,3.1 km,NE Arabian Sea ; Jharkhand,NE Arabian Sea ; Jharkhand
Upper-Level Cyclonic Circulation,24-06-2025,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,25-06-2025,5.8 km,East Madhya Pradesh,East Madhya Pradesh
Upper-Level Cyclonic Circulation,25-06-2025,7.6 km,NW Bay ; Odisha ; Gangetic West Bengal,NW Bay ; Odisha ; Gangetic West Bengal
Trough,25-06-2025,3.1 km to 5.8 km,NE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; East Madhya Pradesh,NE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; East Madhya Pradesh
