date,source_file,weather_system,subdivisions,region,region_original,height_km,pressure_level,status
2026-05-21,AIWS 20260521.docx,Trough,East Uttar Pradesh ; Jharkhand ; Chhattisgarh ; interior Odisha,ran from East Uttar Pradesh to south coastal Odisha across Jharkhand and north Chhattisgarh and interior Odisha at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-21,AIWS 20260521.docx,Trough,,ran roughly along Long. 89°E to the north of Lat. 20°N at 3.1 km above m. s. l.,,3.1,700 hPa,
2026-05-21,AIWS 20260521.docx,Trough,southeast Arabian Sea ; central Bay of Bengal ; southwest Bay of Bengal,ran from southeast Arabian Sea to the central Bay of Bengal ran from central Bay of Bengal to Tamil Nadu across southwest Bay of Bengal between 3.1 & 4.5 km above m. s. l.,,3.1,700 hPa,
2026-05-21,AIWS 20260521.docx,CYCIR,Punjab,lay over Punjab & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-21,AIWS 20260521.docx,CYCIR,west Bihar,lay over west Bihar & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-21,AIWS 20260521.docx,CYCIR,Gangetic West Bengal ; south Bangladesh,lay over Gangetic West Bengal & adjoining Bangladesh lay over south Bangladesh and neighbourhood at 1.5 km above m. s. l.,,1.5,850 hPa,
2026-05-21,AIWS 20260521.docx,CYCIR,south coastal Odisha,lay over south coastal Odisha and neighbourhood at 1.5 km above m. s. l.,,1.5,850 hPa,
2026-05-21,AIWS 20260521.docx,CYCIR,north Haryana,lay over north Haryana & neighbourhood at 1.5 km above m. s. l.,,1.5,850 hPa,
2026-05-23,AIWS 20260523.docx,WD,Jammu & neighbourhood,north Pakistan & neighbourhood,,3.1,700 hPa,persisted
2026-05-23,AIWS 20260523.docx,Trough,,along Long. 90°E to the north of Lat. 23°N,,5.8,500 hPa,moved away east-northeastwards
2026-05-23,AIWS 20260523.docx,Trough,"Haryana, Chandigarh & Delhi ; Punjab ; West Rajasthan",from Punjab to Southwest Rajasthan,,1.5,850 hPa,persisted
2026-05-23,AIWS 20260523.docx,Trough,South Bihar,from the upper air cyclonic circulation over south Bihar & neighbourhood,,0.9,925 hPa,persisted
2026-05-23,AIWS 20260523.docx,Trough,Northwest Uttar Pradesh ; Interior Odisha,from the upper air cyclonic circulation over northwest Uttar Pradesh to the upper air cyclonic circulation over interior Odisha,,0.9,925 hPa,persisted
2026-05-23,AIWS 20260523.docx,Trough,Southwest Bihar ; North Coastal Andhra Pradesh ; Jharkhand ; North Chhattisgarh ; Interior Odisha,"from the upper air cyclonic circulation over southwest Bihar to north coastal Andhra Pradesh across Jharkhand, north Chhattisgarh, and interior Odisha",,0.9,925 hPa,persisted
2026-05-23,AIWS 20260523.docx,Trough,Southwest Arabian Sea ; Eastcentral Arabian Sea,from the upper air cyclonic circulation over southwest Arabian sea to the upper air cyclonic circulation over eastcentral Arabian Sea & neighbourhood,,3.1,700 hPa,persisted and extended upto 1.5 km above m. s. l.
2026-05-23,AIWS 20260523.docx,CYCIR,Central Assam,over central Assam & neighbourhood,,1.5,850 hPa,persisted and extended upto 1.5 km above m. s. l.
2026-05-23,AIWS 20260523.docx,CYCIR,Southwest Arabian Sea,over Southwest Arabian sea between 3.1 & 5.8 km above m. s. l.,,5.8,500 hPa,persisted
