date,source_file,weather_system,subdivisions,region,region_original,height_km,pressure_level,status
2026-05-20,AIWS 20260520.docx,Trough,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea ; NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay ; South Interior Karnataka,"southeast arabian sea ; the central bay of bengal ; lakshadweep, north kerala, south interior karnataka & andhra pradesh between 3",,3.1-4.5,700 hPa ; 600 hPa,
2026-05-21,AIWS 20260521.docx,WD,Iran ; Pakistan,Southwest Pakistan,along long. 62°e to the north of lat. 28°n,5.8,500 hPa,
2026-05-21,AIWS 20260521.docx,CYCIR,Pakistan,punjab & adjoining pakistan,,0.9,925 hPa,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,Bihar,west bihar & neighbourhood,,0.9,925 hPa,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,Bangladesh,east bangladesh & neighbourhood merged with the above east-west trough,,0.0,Surface,merged
2026-05-21,AIWS 20260521.docx,Trough,East Uttar Pradesh ; Odisha ; Chhattisgarh,east uttar pradesh ; south coastal odisha ; jharkhand and north chhattisgarh and interior odisha,,0.9,925 hPa,
2026-05-21,AIWS 20260521.docx,Trough,Sikkim ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; NW Bay ; Bangladesh ; Assam & Meghalaya ; Bihar,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar,along long. 89°e to the north of lat. 20°n,3.1,700 hPa,
2026-05-21,AIWS 20260521.docx,CYCIR,Gangetic West Bengal,gangetic west bengal & adjoining bangladesh,,1.5,850 hPa,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,Odisha,south coastal odisha and neighbourhood,,1.5,850 hPa,lay over
2026-05-21,AIWS 20260521.docx,Trough,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea ; NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay,southeast arabian sea ; the central bay of bengal ran from central bay of bengal to tamil nadu ; southwest bay of bengal between 3,,3.1-4.5,700 hPa ; 600 hPa,
2026-05-21,AIWS 20260521.docx,CYCIR,"Haryana, Chandigarh & Delhi",north haryana & neighbourhood,,1.5,850 hPa,lay over
2026-05-22,AIWS 20260522.docx,WD,North pakistan,north pakistan & neighbourhood,,3.1,700 hPa,
2026-05-22,AIWS 20260522.docx,Trough,North pakistan ; Pakistan ; Central Pakistan ; Jammu & Kashmir,North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir,along long. 71°e to the north of lat. 28°n,7.6,400 hPa,
2026-05-22,AIWS 20260522.docx,CYCIR,"Haryana, Chandigarh & Delhi",north haryana & neighbourhood,,1.5,850 hPa,extended
2026-05-22,AIWS 20260522.docx,CYCIR,Odisha,south coastal odisha,,1.5,850 hPa,extended
2026-05-22,AIWS 20260522.docx,CYCIR,Assam & Meghalaya,central assam & neighbourhood,,1.5,850 hPa,lay over
2026-05-22,AIWS 20260522.docx,CYCIR,NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay,southeast bay of bengal & neighbourhood,,3.1,700 hPa,lay over
2026-05-22,AIWS 20260522.docx,CYCIR,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea,southeast arabian sea & neighbourhood,,3.1,700 hPa,lay over
2026-05-22,AIWS 20260522.docx,Trough,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea ; Comorin Area ; Tamil Nadu & Puducherry,the upper air cyclonic circulation over southeast arabian sea ; comorin area ; kerala and south tamil nadu,,3.1,700 hPa,
2026-05-22,AIWS 20260522.docx,Trough,West Uttar Pradesh ; Odisha ; East Uttar Pradesh,the upper air cyclonic circulation over northwest uttar pradesh ; the upper air cyclonic circulation over interior odisha ; east uttar pradesh and chhattisgarh extending upto 1,,1.5,850 hPa,
2026-05-22,AIWS 20260522.docx,Trough,East Uttar Pradesh ; Odisha,east uttar pradesh ; south coastal odisha merged with the above trough,,0.0,Surface,merged
2026-05-22,AIWS 20260522.docx,CYCIR,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea,eastcentral arabian sea & neighbourhood,,1.5,850 hPa,persisted
2026-05-23,AIWS 20260523.docx,WD,North pakistan ; Jammu & Kashmir,north pakistan & neighbourhood ; jammu & neighbourhood,,3.1,700 hPa,persisted
2026-05-23,AIWS 20260523.docx,Trough,"Jammu & Kashmir ; Punjab ; East Rajasthan ; Haryana, Chandigarh & Delhi ; Himachal Pradesh",Jammu & Kashmir ; Punjab ; Haryana ; East Rajasthan ; Delhi,"along long. 75°e to the north of lat. 25°n at 1730 hrs ist of yesterday, the 22nd may 2026",5.8,500 hPa,persisted
2026-05-23,AIWS 20260523.docx,CYCIR,Assam & Meghalaya,central assam & neighbourhood,,1.5,850 hPa,persisted
2026-05-23,AIWS 20260523.docx,CYCIR,NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay,southeast bay of bengal & neighbourhood,,3.1-5.8,700 hPa ; 600 hPa ; 500 hPa,lay over
2026-05-23,AIWS 20260523.docx,Trough,West Uttar Pradesh ; Coastal Andhra Pradesh ; Chhattisgarh,"the upper air cyclonic circulation over northwest uttar pradesh ; the upper air cyclonic circulation over interior odisha ran from the upper air cyclonic circulation over southwest bihar to north coastal andhra pradesh ; jharkhand, north chhattisgarh, and interior odisha",,0.9,925 hPa,persisted
2026-05-23,AIWS 20260523.docx,CYCIR,Bihar,south bihar & neighbourhood,,0.9,925 hPa,persisted
2026-05-23,AIWS 20260523.docx,Trough,Punjab ; West Rajasthan,punjab ; southwest rajasthan,,1.5,850 hPa,
2026-05-23,AIWS 20260523.docx,Trough,"Sikkim ; Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Bangladesh ; Nagaland, Manipur, Mizoram & Tripura",Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Gangetic West Bengal ; Nagaland-Manipur-Mizoram-Tripura,along long. 90°e to the north of lat. 23°n,5.8,500 hPa,
2026-05-23,AIWS 20260523.docx,CYCIR,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea,southwest arabian sea,,3.1-5.8,700 hPa ; 600 hPa ; 500 hPa,lay over
2026-05-24,AIWS 20260524.docx,WD,Jammu & Kashmir,jammu & neighbourhood,,3.1,700 hPa,persisted
2026-05-24,AIWS 20260524.docx,CYCIR,Bihar,south bihar & neighbourhood,,0.9,925 hPa,persisted
2026-05-24,AIWS 20260524.docx,CYCIR,Assam & Meghalaya,central assam & neighbourhood,,0.9,925 hPa,persisted
2026-05-24,AIWS 20260524.docx,CYCIR,NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay,southeast adjoining central bay of bengal,,3.1-5.8,700 hPa ; 600 hPa ; 500 hPa,lay over
2026-05-24,AIWS 20260524.docx,Trough,"Sikkim ; Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Bangladesh ; Nagaland, Manipur, Mizoram & Tripura",Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Gangetic West Bengal ; Nagaland-Manipur-Mizoram-Tripura,along long. 90°e to the north of lat. 23°n moved away,5.8,500 hPa,
