weather system,date,heightAboveMSL,Regions,subdivisions
Cyclonic Circulation (CYCIR),19-09-2023,7.6 km,West Rajasthan,West Rajasthan
Low Pressure (L) with associated CYCIR,19-09-2023,7.6 km,NW Bay ; Gangetic West Bengal ; Odisha,NW Bay ; Gangetic West Bengal ; Odisha
Western Disturbances (WD),19-09-2023,5.8 km,North Pakistan,North Pakistan
Monsoon Trough with Extension and Tilt,20-09-2023,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NW Bay ; EC Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NW Bay ; EC Bay
Low Pressure (L) with associated CYCIR,20-09-2023,7.6 km,NW Bay ; Gangetic West Bengal ; Odisha,NW Bay ; Gangetic West Bengal ; Odisha
Cyclonic Circulation (CYCIR),20-09-2023,5.8 km,Saurashtra & Kutch,Saurashtra & Kutch
Trough,20-09-2023,1.5 km,Saurashtra & Kutch ; West Rajasthan ; Punjab,Saurashtra & Kutch ; West Rajasthan ; Punjab
Monsoon Trough with Extension and Tilt,23-09-2023,Surface,"West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura","West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),23-09-2023,4.5 km,Bihar,Bihar
Trough,23-09-2023,0.9 km to 1.5 km,West Madhya Pradesh ; East Madhya Pradesh ; Assam & Meghalaya ; Bihar,West Madhya Pradesh ; East Madhya Pradesh ; Assam & Meghalaya ; Bihar
Cyclonic Circulation (CYCIR),23-09-2023,1.5 km to 3.1 km,NE Arabian Sea ; Pakistan,NE Arabian Sea ; Pakistan
Cyclonic Circulation (CYCIR),23-09-2023,1.5 km,North pakistan,North pakistan
Cyclonic Circulation (CYCIR),23-09-2023,3.1 km to 5.8 km,Madhya Maharashtra,Madhya Maharashtra
Trough,23-09-2023,1.5 km,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),25-09-2023,3.1 km,East Uttar Pradesh,East Uttar Pradesh
Trough,25-09-2023,1.5 km,East Uttar Pradesh ; Assam & Meghalaya ; Bihar ; Gangetic West Bengal,East Uttar Pradesh ; Assam & Meghalaya ; Bihar ; Gangetic West Bengal
Trough,25-09-2023,3.1 km,East Uttar Pradesh ; Telangana ; Chhattisgarh,East Uttar Pradesh ; Telangana ; Chhattisgarh
Cyclonic Circulation (CYCIR),25-09-2023,4.5 km to 5.8 km,Chhattisgarh,Chhattisgarh
Trough,25-09-2023,4.5 km to 5.8 km,Chhattisgarh ; Konkan & Goa,Chhattisgarh ; Konkan & Goa
Cyclonic Circulation (CYCIR),25-09-2023,4.5 km to 5.8 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Western Disturbances (WD),25-09-2023,5.8 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),26-09-2023,3.1 km,East Uttar Pradesh ; Bihar,East Uttar Pradesh ; Bihar
Cyclonic Circulation (CYCIR),26-09-2023,2.1 km,Telangana,Telangana
Trough,26-09-2023,4.5 km to 5.8 km,Vidarbha ; Konkan & Goa,Vidarbha ; Konkan & Goa
Cyclonic Circulation (CYCIR),26-09-2023,4.5 km to 5.8 km,WC Bay ; Coastal Andhra Pradesh,WC Bay ; Coastal Andhra Pradesh
Western Disturbances (WD),26-09-2023,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Western Disturbances (WD),26-09-2023,5.8 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),27-09-2023,3.1 km,Chhattisgarh,Chhattisgarh
Cyclonic Circulation (CYCIR),27-09-2023,4.5 km to 5.8 km,SW Bay ; Tamil Nadu & Puducherry,SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),27-09-2023,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan,West Pakistan ; Central Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),27-09-2023,1.5 km,Gangetic West Bengal,Gangetic West Bengal
Trough,27-09-2023,1.5 km,Coastal Karnataka ; North Interior Karnataka ; Telangana ; Vidarbha ; Chhattisgarh,Coastal Karnataka ; North Interior Karnataka ; Telangana ; Vidarbha ; Chhattisgarh
Cyclonic Circulation (CYCIR),27-09-2023,3.1 km to 5.8 km,North Interior Karnataka,North Interior Karnataka
Cyclonic Circulation (CYCIR),28-09-2023,5.8 km,SW Bay ; Tamil Nadu & Puducherry,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),28-09-2023,3.1 km to 4.5 km,Coastal Karnataka,Coastal Karnataka
Western Disturbances (WD),28-09-2023,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),28-09-2023,0.9 km,Madhya Maharashtra,Madhya Maharashtra
Cyclonic Circulation (CYCIR),28-09-2023,5.8 km,EC Bay,EC Bay
Low Pressure (L) with associated CYCIR,29-09-2023,7.6 km,EC Arabian Sea ; Konkan & Goa,EC Arabian Sea ; Konkan & Goa
Low Pressure (L) with associated CYCIR,29-09-2023,7.6 km,NE Bay ; EC Bay,NE Bay ; EC Bay
Cyclonic Circulation (CYCIR),29-09-2023,5.8 km,SW Bay ; Tamil Nadu & Puducherry,SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),29-09-2023,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),29-09-2023,0.9 km,Central Pakistan ; West Rajasthan,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),29-09-2023,1.5 km to 3.1 km,West Uttar Pradesh,West Uttar Pradesh
Well Marked Low Pressure Area (WML) with associated CYCIR,30-09-2023,7.6 km,NW Bay,NW Bay
Cyclonic Circulation (CYCIR),30-09-2023,5.8 km,SW Bay ; Tamil Nadu & Puducherry,SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),30-09-2023,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),02-07-2023,5.8 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Offshore Trough,02-07-2023,Surface,Konkan & Goa ; Coastal Karnataka ; Kerala,Konkan & Goa ; Coastal Karnataka ; Kerala
Cyclonic Circulation (CYCIR),02-07-2023,4.5 km to 5.8 km,SW Bay,SW Bay
Cyclonic Circulation (CYCIR),02-07-2023,1.5 km to 5.8 km,N Andaman Sea,N Andaman Sea
Cyclonic Circulation (CYCIR),02-07-2023,3.1 km,Sub-Himalayan West Bengal & Sikkim,Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),02-07-2023,5.8 km,Jammu & Kashmir ; Konkan & Goa ; Coastal Karnataka ; Punjab ; Madhya Maharashtra,Jammu & Kashmir ; Konkan & Goa ; Coastal Karnataka ; Punjab ; Madhya Maharashtra
Monsoon Trough with Extension and Tilt,09-09-2023,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; Gangetic West Bengal ; NE Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; Gangetic West Bengal ; NE Bay
Cyclonic Circulation (CYCIR),09-09-2023,7.6 km,West Madhya Pradesh ; East Madhya Pradesh,West Madhya Pradesh ; East Madhya Pradesh
Trough,09-09-2023,1.5 km to 4.5 km,West Madhya Pradesh ; East Madhya Pradesh ; Madhya Maharashtra,West Madhya Pradesh ; East Madhya Pradesh ; Madhya Maharashtra
Western Disturbances (WD),09-09-2023,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir,North Pakistan ; Central Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),09-09-2023,5.8 km,N Andaman Sea,N Andaman Sea
Monsoon Trough with Extension and Tilt,11-09-2023,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Odisha ; NE Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Odisha ; NE Bay
Cyclonic Circulation (CYCIR),11-09-2023,7.6 km,West Madhya Pradesh,West Madhya Pradesh
Trough,11-09-2023,3.1 km,West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay,West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay
Western Disturbances (WD),11-09-2023,5.8 km,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana
Cyclonic Circulation (CYCIR),11-09-2023,3.1 km to 7.6 km,EC Bay,EC Bay
Cyclonic Circulation (CYCIR),12-09-2023,7.6 km,West Uttar Pradesh,West Uttar Pradesh
Trough,12-09-2023,3.1 km,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Odisha ; EC Bay ; NW Bay,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Odisha ; EC Bay ; NW Bay
Cyclonic Circulation (CYCIR),12-09-2023,7.6 km,EC Bay ; NW Bay,EC Bay ; NW Bay
Trough,12-09-2023,4.5 km to 7.6 km,EC Bay ; NW Bay ; Coastal Andhra Pradesh,EC Bay ; NW Bay ; Coastal Andhra Pradesh
Western Disturbances (WD),12-09-2023,5.8 km,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana
Monsoon Trough with Extension and Tilt,21-09-2023,Surface,West Rajasthan ; East Rajasthan ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay,West Rajasthan ; East Rajasthan ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Low Pressure (L) with associated CYCIR,21-09-2023,7.6 km,Jharkhand,Jharkhand
Trough,21-09-2023,0.9 km,Jharkhand ; West Uttar Pradesh,Jharkhand ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),21-09-2023,5.8 km,Central Pakistan ; Saurashtra & Kutch,Central Pakistan ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),21-09-2023,3.1 km,Comorin Area,Comorin Area
Mean Sea Level Trough,22-09-2023,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay
Cyclonic Circulation (CYCIR),22-09-2023,7.6 km,Jharkhand,Jharkhand
Trough,22-09-2023,0.9 km,Jharkhand ; West Uttar Pradesh,Jharkhand ; West Uttar Pradesh
Trough,22-09-2023,1.5 km to 5.8 km,Sikkim ; Bihar ; Jharkhand ; Chhattisgarh ; East Madhya Pradesh ; Marathwada ; Madhya Maharashtra,Sikkim ; Bihar ; Jharkhand ; Chhattisgarh ; East Madhya Pradesh ; Marathwada ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),22-09-2023,5.8 km,Pakistan ; Saurashtra & Kutch,Pakistan ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),22-09-2023,4.5 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Mean Sea Level Trough,24-09-2023,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),24-09-2023,3.1 km,East Uttar Pradesh,East Uttar Pradesh
Trough,24-09-2023,1.5 km,West Uttar Pradesh ; East Uttar Pradesh ; Bangladesh,West Uttar Pradesh ; East Uttar Pradesh ; Bangladesh
Cyclonic Circulation (CYCIR),24-09-2023,0.9 km,North pakistan,North pakistan
Cyclonic Circulation (CYCIR),24-09-2023,3.1 km,Madhya Maharashtra,Madhya Maharashtra
Trough,24-09-2023,3.1 km,Jharkhand ; Chhattisgarh ; Vidarbha ; Madhya Maharashtra,Jharkhand ; Chhattisgarh ; Vidarbha ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),24-09-2023,3.1 km to 5.8 km,Gujarat Region,Gujarat Region
Cyclonic Circulation (CYCIR),24-09-2023,5.8 km,SE Arabian Sea ; Lakshadweep,SE Arabian Sea ; Lakshadweep
Western Disturbances (WD),24-09-2023,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan ; Far West Pakistan,Southwest Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan ; Far West Pakistan
